Depth_cm,Height_cm,Width_cm,Volume_cm3,Date,Executor_capacity_cm3,LocationID
25.4,12.7,17.8,5741.924,15/08/2022,3313071,23865
28.4,4.6,25.9,3383.576,15/08/2022,3313071,21427
40.6,12.7,30.5,15726.41,15/08/2022,3313071,21427
34.3,11.4,26.7,10440.234,15/08/2022,3313071,21427
40.6,12.7,30.5,15726.41,15/08/2022,3313071,23119
27.7,5.3,25.1,3684.931,15/08/2022,3313071,23119
34.3,11.4,26.7,10440.234,08/08/2022,3313071,23119
39.4,7.6,31.8,9522.192,08/08/2022,3313071,23119
34.3,11.4,26.7,10440.234,15/08/2022,3313071,21409
30.5,3.6,22.9,2514.42,15/08/2022,3313071,21409
48.3,27.9,31.8,42852.726,15/08/2022,3313071,21290
30,3,27.5,2475,15/08/2022,3313071,21290
26.4,13.5,23.6,8411.04,15/08/2022,3313071,23889
34.3,11.4,26.7,10440.234,15/08/2022,3313071,21560
25.4,12.7,17.8,5741.924,15/08/2022,3313071,22337
35.8,15.7,21.3,11971.878,15/08/2022,3313071,20975
30.2,2.8,27.7,2342.312,13/08/2022,3313071,20975
45.7,21.6,22.9,22605.048,15/08/2022,3313071,20779
36.8,17.8,20.3,13297.312,15/08/2022,3313071,21997
48.3,15.2,33,24227.28,15/08/2022,3313071,21997
48.3,30.5,36.8,54211.92,15/08/2022,3313071,21997
48.3,15.2,33,24227.28,15/08/2022,3313071,21997
29.3,3.7,26.8,2905.388,15/08/2022,3313071,20818
39.4,7.6,31.8,9522.192,15/08/2022,3313071,20818
22.6,9.1,18.1,3722.446,15/08/2022,3313071,20818
34.3,11.4,26.7,10440.234,15/08/2022,3313071,21049
24.6,0.8,17,334.56,15/08/2022,3313071,21049
27.9,5.1,25.4,3614.166,15/08/2022,3313071,21049
29.5,3.6,26.9,2856.78,15/08/2022,3313071,21636
36.8,17.8,20.3,13297.312,15/08/2022,3313071,21187
36.2,27.9,28.6,28885.428,15/08/2022,3313071,21078
29.2,11.4,15.7,5226.216,15/08/2022,3313071,21078
33.3,10.4,30.5,10562.76,15/08/2022,3313071,21078
31.6,4,18.9,2388.96,15/08/2022,3313071,21463
27.2,5.8,24.6,3880.896,15/08/2022,3313071,21606
45.7,21.6,22.9,22605.048,15/08/2022,3313071,23549
22.4,3,14.8,994.56,15/08/2022,3313071,22629
36.8,17.8,20.3,13297.312,15/08/2022,3313071,22629
36.8,17.8,20.3,13297.312,15/08/2022,3313071,21350
25.4,12.7,17.8,5741.924,15/08/2022,3313071,22382
26.6,6.4,24.1,4102.784,08/08/2022,3313071,22382
29.5,3.6,26.9,2856.78,15/08/2022,3313071,23183
25.4,12.7,17.8,5741.924,15/08/2022,3313071,23183
34.3,11.4,20.3,7937.706,15/08/2022,3313071,24156
29.1,5.8,19.3,3257.454,15/08/2022,3313071,24156
48.3,15.2,33,24227.28,13/08/2022,3313071,24156
29.1,3.9,26.6,3018.834,15/08/2022,3313071,20748
36.8,6.3,21.6,5007.744,15/08/2022,3313071,20813
18,1,4.3,77.4,08/08/2022,3313071,20813
25.2,7.8,22.7,4461.912,08/08/2022,3313071,20813
31.2,1.8,28.7,1611.792,08/08/2022,3313071,20813
54.6,25.4,43.2,59911.488,15/08/2022,3313071,23603
55.9,12.7,45.7,32443.801,13/08/2022,3313071,23603
39.4,7.6,31.8,9522.192,15/08/2022,3313071,23041
48.3,30.5,36.8,54211.92,15/08/2022,3313071,23445
27.2,5.8,24.6,3880.896,15/08/2022,3313071,22487
33.8,10.2,22.9,7895.004,15/08/2022,3313071,21897
41.9,21.6,34.5,31223.88,15/08/2022,3313071,22415
30.5,10.2,19.1,5942.01,15/08/2022,3313071,23060
48.3,25.4,27.9,34228.278,15/08/2022,3313071,22173
36.8,17.8,20.3,13297.312,13/08/2022,3313071,22173
32.5,0.5,30,487.5,15/08/2022,3313071,23698
36.8,17.8,20.3,13297.312,15/08/2022,3313071,21147
50.8,30.5,35.6,55158.64,15/08/2022,3313071,21179
32.3,0.7,29.8,673.778,15/08/2022,3313071,23535
31.5,1.5,29,1370.25,13/08/2022,3313071,23535
25.4,7.6,22.9,4420.616,15/08/2022,3313071,21360
31,2,28.4,1760.8,15/08/2022,3313071,21360
30.5,4.3,22.9,3003.335,15/08/2022,3313071,21360
48.3,27.9,31.8,42852.726,15/08/2022,3313071,21360
43.2,27.9,30.5,36761.04,15/08/2022,3313071,21461
35.6,7.6,20.3,5492.368,15/08/2022,3313071,21461
48.3,30.5,36.8,54211.92,15/08/2022,3313071,21461
34.3,11.4,20.3,7937.706,15/08/2022,3313071,21461
36.8,17.8,20.3,13297.312,13/08/2022,3313071,21461
33,20.3,26.7,17886.33,13/08/2022,3313071,21461
36.8,17.8,20.3,13297.312,13/08/2022,3313071,21461
34.3,7.6,24.1,6282.388,15/08/2022,3313071,23745
48.3,30.5,36.8,54211.92,15/08/2022,3313071,21549
40.6,12.7,30.5,15726.41,15/08/2022,3313071,22184
55.9,30.5,45.7,77916.215,15/08/2022,3313071,20960
48.3,15.2,33,24227.28,15/08/2022,3313071,22721
43.2,7.6,27.9,9160.128,15/08/2022,3313071,21884
31.8,1.3,29.2,1207.128,15/08/2022,3313071,22225
33,20.3,26.7,17886.33,15/08/2022,3313071,21055
48.3,15.2,33,24227.28,15/08/2022,3313071,21055
29.2,3.8,26.7,2962.632,15/08/2022,3313071,23402
33,20.3,26.7,17886.33,15/08/2022,3313071,23402
40.6,12.7,30.5,15726.41,15/08/2022,3313071,23402
25.4,12.7,17.8,5741.924,15/08/2022,3313071,23391
66,17.8,40.6,47696.88,15/08/2022,3313071,22714
40.6,12.7,30.5,15726.41,15/08/2022,3313071,21340
49.5,7.6,35.6,13392.72,15/08/2022,3313071,22223
39.4,7.6,31.8,9522.192,08/08/2022,3313071,22223
37.1,6.1,21.8,4933.558,15/08/2022,3313071,20768
39.4,7.6,31.8,9522.192,15/08/2022,3313071,23018
34.3,7.6,24.1,6282.388,15/08/2022,3313071,20959
36.8,17.8,20.3,13297.312,15/08/2022,3313071,22491
27.4,5.6,24.9,3820.656,15/08/2022,3313071,21449
25.4,7.6,17.8,3436.112,13/08/2022,3313071,21449
32,1,29.5,944,15/08/2022,3313071,21383
29.7,3.3,27.2,2665.872,15/08/2022,3313071,21383
49.5,7.6,35.6,13392.72,15/08/2022,3313071,23658
25.4,7.6,17.8,3436.112,15/08/2022,3313071,23658
34.3,7.6,24.1,6282.388,15/08/2022,3313071,21194
39.4,7.6,31.8,9522.192,13/08/2022,3313071,21194
29,4,26.5,3074,15/08/2022,3313071,22324
27.8,5.2,25.3,3657.368,15/08/2022,3313071,20944
30.7,2.3,28.2,1991.202,13/08/2022,3313071,20944
43.2,7.6,27.9,9160.128,15/08/2022,3313071,23151
25.4,12.7,17.8,5741.924,15/08/2022,3313071,22838
32.4,10.8,17.1,5983.632,15/08/2022,3313071,22838
25.4,7.6,17.8,3436.112,15/08/2022,3313071,22501
25.1,8.6,14.2,3065.212,15/08/2022,3313071,22501
30.2,2.8,27.7,2342.312,08/08/2022,3313071,22501
61.6,33,41.3,83954.64,15/08/2022,3313071,22026
20.6,4.8,13,1285.44,15/08/2022,3313071,21481
28.4,4.6,25.9,3383.576,15/08/2022,3313071,21481
30,5.6,17.3,2906.4,15/08/2022,3313071,23361
34.3,7.6,24.1,6282.388,15/08/2022,3313071,23361
48.3,30.5,36.8,54211.92,15/08/2022,3313071,21178
36.8,17.8,20.3,13297.312,15/08/2022,3313071,21921
35.6,6.6,22.9,5380.584,15/08/2022,3313071,21693
43.9,15,35.1,23113.35,15/08/2022,3313071,21693
32.8,10.4,17.5,5969.6,15/08/2022,3313071,22705
34.3,11.4,26.7,10440.234,15/08/2022,3313071,22481
30.5,2.5,27.9,2127.375,15/08/2022,3313071,21173
37.4,5.8,22.1,4793.932,24/08/2022,4247527,10006
36.8,17.8,20.3,13297.312,23/08/2022,4247527,10006
34.3,11.4,26.7,10440.234,23/08/2022,4247527,10006
39.4,7.6,31.8,9522.192,24/08/2022,4247527,10978
22.2,8.3,14,2579.64,24/08/2022,4247527,10693
44.5,20.3,35.6,32159.26,24/08/2022,4247527,10693
43.2,15.2,33.7,22128.768,24/08/2022,4247527,10693
25.4,7.6,17.8,3436.112,24/08/2022,4247527,9581
28.7,4.3,26.2,3233.342,24/08/2022,4247527,10940
28.2,4.8,25.7,3478.752,24/08/2022,4247527,11013
49.5,7.6,35.6,13392.72,24/08/2022,4247527,11013
36.8,17.8,20.3,13297.312,24/08/2022,4247527,11013
25.4,12.7,17.8,5741.924,24/08/2022,4247527,11013
25.4,7.6,17.8,3436.112,24/08/2022,4247527,11013
31,2,28.4,1760.8,24/08/2022,4247527,10189
34.3,11.4,26.7,10440.234,24/08/2022,4247527,10189
30.4,2.6,27.9,2205.216,24/08/2022,4247527,10721
34.3,7.6,24.1,6282.388,24/08/2022,4247527,10721
25.4,12.7,17.8,5741.924,24/08/2022,4247527,10721
31.8,1.3,29.2,1207.128,24/08/2022,4247527,9231
54,12.4,41.3,27654.48,24/08/2022,4247527,9801
54.6,25.4,43.2,59911.488,24/08/2022,4247527,9761
29.4,3.6,26.9,2847.096,24/08/2022,4247527,10910
34.3,11.4,26.7,10440.234,09/08/2022,4247527,10910
31.8,1.3,29.2,1207.128,24/08/2022,4247527,10577
29.7,3.3,27.2,2665.872,24/08/2022,4247527,10577
43.2,7.6,27.9,9160.128,24/08/2022,4247527,9954
34.3,11.4,20.3,7937.706,24/08/2022,4247527,9954
36.8,17.8,20.3,13297.312,23/08/2022,4247527,9954
27.2,5.8,24.6,3880.896,24/08/2022,4247527,10733
33,20.3,26.7,17886.33,23/08/2022,4247527,10733
28.6,4.4,26.1,3284.424,23/08/2022,4247527,10733
49.5,7.6,35.6,13392.72,24/08/2022,4247527,10295
25.4,7.6,17.8,3436.112,24/08/2022,4247527,10295
23.4,2,15.8,739.44,24/08/2022,4247527,10585
33,10.2,17.8,5991.48,24/08/2022,4247527,10712
24.4,1,16.8,409.92,24/08/2022,4247527,10712
37.8,34.2,34.4,44470.944,24/08/2022,4247527,10163
45.7,22.9,26.7,27942.351,24/08/2022,4247527,10163
34.3,7.6,24.1,6282.388,24/08/2022,4247527,10163
55.9,30.5,45.7,77916.215,24/08/2022,4247527,10163
31.5,4.1,18.8,2428.02,24/08/2022,4247527,10163
45.7,21.6,22.9,22605.048,24/08/2022,4247527,10235
36.8,17.8,20.3,13297.312,24/08/2022,4247527,10235
39.2,3.9,24,3669.12,24/08/2022,4247527,10235
30.5,15.2,25.4,11775.44,24/08/2022,4247527,10235
31.6,4,18.9,2388.96,23/08/2022,4247527,10235
31.8,11.4,16.5,5981.58,23/08/2022,4247527,10235
29.6,6,16.9,3001.44,24/08/2022,4247527,10595
43.2,7.6,27.9,9160.128,24/08/2022,4247527,9550
48.3,30.5,36.8,54211.92,24/08/2022,4247527,10899
48.3,30.5,36.8,54211.92,23/08/2022,4247527,10899
27.8,5.2,25.3,3657.368,24/08/2022,4247527,11195
39.4,7.6,31.8,9522.192,24/08/2022,4247527,9982
34.8,11.7,25.4,10341.864,24/08/2022,4247527,9982
34.3,7.6,24.1,6282.388,24/08/2022,4247527,10809
48.3,30.5,36.8,54211.92,24/08/2022,4247527,10521
43.2,7.6,27.9,9160.128,09/08/2022,4247527,10521
39.4,7.6,31.8,9522.192,24/08/2022,4247527,9805
39.4,7.6,31.8,9522.192,24/08/2022,4247527,9805
25.4,7.6,17.8,3436.112,24/08/2022,4247527,9701
33,20.3,26.7,17886.33,24/08/2022,4247527,9701
28.4,4.6,25.9,3383.576,24/08/2022,4247527,9701
43.2,7.6,27.9,9160.128,23/08/2022,4247527,9701
25.4,7.6,17.8,3436.112,23/08/2022,4247527,9701
48.3,30.5,36.8,54211.92,24/08/2022,4247527,11107
36.8,19,20.3,14193.76,09/08/2022,4247527,11107
29.7,3.3,27.2,2665.872,24/08/2022,4247527,11272
44.5,20.3,35.6,32159.26,24/08/2022,4247527,9746
25.4,7.6,17.8,3436.112,24/08/2022,4247527,9746
30,3,27.4,2466,24/08/2022,4247527,10013
36.8,17.8,20.3,13297.312,24/08/2022,4247527,10151
25.4,12.7,17.8,5741.924,24/08/2022,4247527,10151
31.6,1.4,29.1,1287.384,24/08/2022,4247527,11156
29.7,3.3,27.2,2665.872,24/08/2022,4247527,9606
39.4,7.6,31.8,9522.192,24/08/2022,4247527,9613
28.1,4.9,25.6,3524.864,24/08/2022,4247527,9613
25.4,7.6,17.8,3436.112,24/08/2022,4247527,9558
25.4,7.6,17.8,3436.112,24/08/2022,4247527,10948
27.9,5.1,25.4,3614.166,24/08/2022,4247527,10007
27.4,5.6,24.9,3820.656,24/08/2022,4247527,10030
36.1,14.2,33.5,17172.77,24/08/2022,4247527,10030
40.6,12.7,30.5,15726.41,24/08/2022,4247527,10030
25.4,12.7,17.8,5741.924,24/08/2022,4247527,11269
31.2,1.8,28.7,1611.792,24/08/2022,4247527,11269
36.8,17.8,20.3,13297.312,24/08/2022,4247527,11269
27.2,5.8,24.6,3880.896,24/08/2022,4247527,10388
25.4,7.6,17.8,3436.112,24/08/2022,4247527,10388
23.4,2,15.7,734.76,24/08/2022,4247527,10388
49.5,7.6,35.6,13392.72,24/08/2022,4247527,10336
33,20.3,26.7,17886.33,24/08/2022,4247527,10344
34.3,11.4,26.7,10440.234,24/08/2022,4247527,10344
33,20.3,26.7,17886.33,23/08/2022,4247527,10344
48.3,27.9,31.8,42852.726,24/08/2022,4247527,10202
31,2,28.5,1767,24/08/2022,4247527,10827
34.3,11.4,26.7,10440.234,24/08/2022,4247527,11099
54,12.4,41.3,27654.48,24/08/2022,4247527,11099
30.7,2.3,28.2,1991.202,24/08/2022,4247527,11099
40.6,12.7,30.5,15726.41,24/08/2022,4247527,11004
37.6,5.6,22.4,4716.544,24/08/2022,4247527,11004
32.3,10.9,17,5985.19,24/08/2022,4247527,9760
22.3,4.6,16.8,1723.344,24/08/2022,4247527,9760
31.4,1.6,28.9,1451.936,24/08/2022,4247527,10293
35.8,7.4,20.6,5457.352,24/08/2022,4247527,10293
24.1,3.6,16.5,1431.54,24/08/2022,4247527,10293
33,20.3,26.7,17886.33,24/08/2022,4247527,9667
38.6,4.6,23.4,4154.904,24/08/2022,4247527,10647
27.2,5.8,24.6,3880.896,24/08/2022,4247527,9596
31.7,1.3,29.2,1203.332,24/08/2022,4247527,10715
41.1,10.4,33,14105.52,24/08/2022,4247527,11006
54,12.4,41.3,27654.48,24/08/2022,4247527,10909
28.4,4.6,25.9,3383.576,24/08/2022,4247527,10427
30.6,7.8,26.6,6348.888,24/08/2022,4247527,10427
31.5,1.5,29,1370.25,24/08/2022,4247527,10648
29,6.6,16.3,3119.82,24/08/2022,4247527,10081
40.6,12.7,30.5,15726.41,24/08/2022,4247527,10081
32.3,3.3,19.6,2089.164,24/08/2022,4247527,10081
28.4,4.6,25.9,3383.576,24/08/2022,4247527,10081
27.2,5.8,24.7,3896.672,24/08/2022,4247527,10081
25.4,12.7,17.8,5741.924,24/08/2022,4247527,10081
29.5,3.6,26.9,2856.78,23/08/2022,4247527,10081
22.8,2.6,15.2,901.056,23/08/2022,4247527,10081
35.1,18.8,32,21116.16,24/08/2022,4247527,11309
22.2,8.3,14,2579.64,24/08/2022,4247527,10904
43.2,27.9,30.5,36761.04,24/08/2022,4247527,10904
39.4,7.6,31.8,9522.192,24/08/2022,4247527,9435
25.4,7.6,17.8,3436.112,24/08/2022,4247527,9435
48.3,15.2,33,24227.28,23/08/2022,4247527,9435
32.6,24.6,28.6,22936.056,24/08/2022,4247527,10789
50.8,30.5,35.6,55158.64,24/08/2022,4247527,10789
34.3,7.6,24.1,6282.388,24/08/2022,4247527,10527
24.1,2.5,16.5,994.125,24/08/2022,4247527,11097
25.4,12.7,17.8,5741.924,09/08/2022,4247527,11097
34.3,7.6,24.1,6282.388,23/08/2022,4247527,11097
33,10.2,17.8,5991.48,24/08/2022,4247527,9509
40.6,12.7,30.5,15726.41,24/08/2022,4247527,9492
33,20.3,26.7,17886.33,24/08/2022,4247527,9492
48.3,15.2,33,24227.28,24/08/2022,4247527,11243
25.4,12.7,17.8,5741.924,24/08/2022,4247527,11243
39.4,7.6,31.8,9522.192,24/08/2022,4247527,9158
25.4,7.6,17.8,3436.112,24/08/2022,4247527,10094
35.7,7.5,20.4,5462.1,24/08/2022,4247527,10019
36.8,17.8,20.3,13297.312,24/08/2022,4247527,10019
31.5,1.5,29,1370.25,24/08/2022,4247527,11413
34.3,11.4,26.7,10440.234,24/08/2022,4247527,10946
31.5,1.5,29,1370.25,24/08/2022,4247527,9680
49.5,7.6,35.6,13392.72,24/08/2022,4247527,10251
22.2,8.3,14,2579.64,24/08/2022,4247527,10251
29.2,6.4,16.5,3083.52,24/08/2022,4247527,10251
36.8,17.8,20.3,13297.312,24/08/2022,4247527,10251
66,17.8,40.6,47696.88,24/08/2022,4247527,10251
31.8,3.8,19.1,2308.044,24/08/2022,4247527,10251
32,1,29.5,944,09/08/2022,4247527,10251
36.8,17.8,20.3,13297.312,24/08/2022,4247527,10703
49.5,7.6,35.6,13392.72,24/08/2022,4247527,10532
35.6,6.6,22.9,5380.584,24/08/2022,4247527,10181
31.7,1.3,29.2,1203.332,24/08/2022,4247527,10205
30.5,5.1,22.9,3562.095,24/08/2022,4247527,10945
30.5,2.5,27.9,2127.375,24/08/2022,4247527,9608
34.3,7.6,24.1,6282.388,24/08/2022,4247527,9660
34.3,11.4,26.7,10440.234,24/08/2022,4247527,9660
23.9,1.5,16.3,584.355,24/08/2022,4247527,9614
25.4,12.7,17.8,5741.924,24/08/2022,4247527,9614
31.2,4.3,18.5,2481.96,24/08/2022,4247527,9621
39.4,7.6,31.8,9522.192,23/08/2022,4247527,9621
34.1,9.1,18.8,5833.828,24/08/2022,4247527,10580
30.2,2.8,27.7,2342.312,24/08/2022,4247527,10580
49.5,7.6,35.6,13392.72,24/08/2022,4247527,10580
25.4,12.7,17.8,5741.924,24/08/2022,4247527,10808
34.3,11.4,26.7,10440.234,24/08/2022,4247527,10116
29.2,3.8,26.7,2962.632,24/08/2022,4247527,10116
31.6,1.4,29.1,1287.384,24/08/2022,4247527,9225
49.5,7.6,35.6,13392.72,24/08/2022,4247527,9225
24.4,8.6,21.8,4574.512,24/08/2022,4247527,9225
36.8,17.8,20.3,13297.312,24/08/2022,4247527,9543
25.4,12.7,17.8,5741.924,23/08/2022,4247527,9543
48.3,15.2,33,24227.28,23/08/2022,4247527,9543
30.5,10.2,19.1,5942.01,24/08/2022,4247527,10039
33.6,9.6,18.3,5902.848,24/08/2022,4247527,9921
53.3,38.1,45.7,92804.361,24/08/2022,4247527,9106
25.4,12.7,17.8,5741.924,24/08/2022,4247527,9946
25.4,12.7,17.8,5741.924,23/08/2022,4247527,9946
29,4.1,26.4,3138.96,23/08/2022,4247527,9946
36.8,17.8,20.3,13297.312,24/08/2022,4247527,10763
25.4,12.7,17.8,5741.924,24/08/2022,4247527,10763
34.3,7.6,24.1,6282.388,24/08/2022,4247527,10763
24.1,7.4,17.5,3120.95,24/08/2022,4247527,10763
39.4,7.6,31.8,9522.192,24/08/2022,4247527,10763
33,8.9,30.5,8957.85,09/08/2022,4247527,10763
31.4,12.4,21.3,8293.368,09/08/2022,4247527,10763
34.3,11.4,20.3,7937.706,09/08/2022,4247527,10763
28.4,4.6,25.9,3383.576,09/08/2022,4247527,10763
34.3,11.4,26.7,10440.234,09/08/2022,4247527,10763
7.6,7.6,7.6,438.976,23/08/2022,4247527,10763
66,17.8,40.6,47696.88,23/08/2022,4247527,10763
26.4,10.2,17.5,4712.4,23/08/2022,4247527,10763
48.3,15.2,33,24227.28,23/08/2022,4247527,10763
34.3,7.6,24.1,6282.388,23/08/2022,4247527,10763
48.3,27.9,31.8,42852.726,23/08/2022,4247527,10763
48.3,27.9,31.8,42852.726,23/08/2022,4247527,10763
48.3,15.2,33,24227.28,23/08/2022,4247527,10763
24.1,2,16.5,795.3,23/08/2022,4247527,10763
54,12.4,41.3,27654.48,24/08/2022,4247527,11206
25.4,12.7,17.8,5741.924,24/08/2022,4247527,9485
46,18.6,30.4,26010.24,24/08/2022,4247527,9485
31.2,1.8,28.7,1611.792,24/08/2022,4247527,9485
20.3,5.1,12.7,1314.831,24/08/2022,4247527,9485
34.3,7.6,24.1,6282.388,24/08/2022,4247527,10528
22.9,2.5,15.2,870.2,24/08/2022,4247527,10528
30.5,2.5,27.9,2127.375,24/08/2022,4247527,10528
34.3,11.4,20.3,7937.706,24/08/2022,4247527,9909
44.5,20.3,35.6,32159.26,24/08/2022,4247527,9909
36.8,17.8,20.3,13297.312,24/08/2022,4247527,11223
40.6,12.7,30.5,15726.41,24/08/2022,4247527,11008
25.4,12.7,17.8,5741.924,24/08/2022,4247527,10209
50.8,30.5,35.6,55158.64,09/08/2022,4247527,10209
29.4,3.6,26.9,2847.096,09/08/2022,4247527,10209
30.7,2.3,28.2,1991.202,09/08/2022,4247527,10209
33,10.2,17.8,5991.48,09/08/2022,4247527,10209
25.4,7.6,22.9,4420.616,19/08/2022,3313071,23028
39.4,7.6,31.8,9522.192,19/08/2022,3313071,20636
62.2,8.9,31.7,17548.486,27/07/2022,3313071,20636
34.3,7.6,24.1,6282.388,27/07/2022,3313071,20636
29.2,3.8,26.7,2962.632,27/07/2022,3313071,20636
25.7,7.4,23.1,4393.158,19/08/2022,3313071,21913
30.7,2.3,28.2,1991.202,19/08/2022,3313071,21913
25.1,7.9,22.6,4481.354,19/08/2022,3313071,21835
31.2,1.8,28.7,1611.792,19/08/2022,3313071,21079
30.7,2.8,10.4,893.984,19/08/2022,3313071,21079
21.1,4.3,13.5,1224.855,19/08/2022,3313071,22040
25.4,12.7,17.8,5741.924,19/08/2022,3313071,22445
31.2,1.8,28.7,1611.792,19/08/2022,3313071,21659
30.5,2.5,27.9,2127.375,27/07/2022,3313071,21659
27.9,5.1,25.4,3614.166,19/08/2022,3313071,22121
40.6,12.7,30.5,15726.41,19/08/2022,3313071,22121
44.5,20.3,35.6,32159.26,19/08/2022,3313071,21702
46.4,14,33.7,21891.52,19/08/2022,3313071,22959
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21898
33,8.9,30.5,8957.85,19/08/2022,3313071,23684
34.3,7.6,24.1,6282.388,19/08/2022,3313071,20843
39.4,7.6,31.8,9522.192,19/08/2022,3313071,20878
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21313
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21573
27.4,5.6,24.9,3820.656,19/08/2022,3313071,21165
44.5,20.3,35.6,32159.26,19/08/2022,3313071,21974
29.2,3.8,26.7,2962.632,19/08/2022,3313071,21974
25.2,7.9,22.6,4499.208,19/08/2022,3313071,23002
50.8,30.5,35.6,55158.64,19/08/2022,3313071,21163
27.2,5.8,24.6,3880.896,19/08/2022,3313071,21763
30.5,2.5,27.9,2127.375,19/08/2022,3313071,21724
39.6,3.6,24.4,3478.464,19/08/2022,3313071,21724
26.9,6.1,24.4,4003.796,19/08/2022,3313071,22169
33,20.3,26.7,17886.33,19/08/2022,3313071,22029
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21442
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21442
29.2,9.6,11.2,3139.584,19/08/2022,3313071,21868
27.9,5.1,25.4,3614.166,19/08/2022,3313071,21713
61.6,33,41.3,83954.64,19/08/2022,3313071,21478
34.3,11.4,26.7,10440.234,19/08/2022,3313071,21930
30.2,2.8,27.7,2342.312,19/08/2022,3313071,21930
48.3,27.9,31.8,42852.726,19/08/2022,3313071,20576
53.3,38.1,45.7,92804.361,19/08/2022,3313071,20576
36.8,17.8,20.3,13297.312,19/08/2022,3313071,20576
40.6,12.7,30.5,15726.41,19/08/2022,3313071,20576
31.1,1.9,28.6,1689.974,19/08/2022,3313071,22118
38.8,4.4,23.5,4011.92,19/08/2022,3313071,22118
36.8,17.8,20.3,13297.312,19/08/2022,3313071,21617
31.7,1.3,29.2,1203.332,19/08/2022,3313071,21282
34.3,7.6,24.1,6282.388,19/08/2022,3313071,21282
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21216
39.6,3.6,24.3,3464.208,19/08/2022,3313071,22058
32,1,29.5,944,19/08/2022,3313071,21794
40.6,12.7,30.5,15726.41,19/08/2022,3313071,21901
27.9,5.1,25.4,3614.166,19/08/2022,3313071,21901
34,9.2,18.7,5849.36,19/08/2022,3313071,21923
53.3,38.1,45.7,92804.361,19/08/2022,3313071,22309
26.4,6.6,23.9,4164.336,19/08/2022,3313071,21477
32.8,10.4,17.5,5969.6,19/08/2022,3313071,21477
34.3,7.6,24.1,6282.388,19/08/2022,3313071,22099
24.4,8.6,21.8,4574.512,19/08/2022,3313071,22099
45.7,21.6,22.9,22605.048,19/08/2022,3313071,21539
30.5,2.5,27.9,2127.375,19/08/2022,3313071,21377
25.4,12.7,17.8,5741.924,19/08/2022,3313071,22010
35.1,8.1,19.8,5629.338,27/07/2022,3313071,22010
25.4,7.6,22.9,4420.616,19/08/2022,3313071,22158
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21822
34.3,13,22.6,10077.34,27/07/2022,3313071,21822
22.6,2.8,15,949.2,19/08/2022,3313071,21914
43.2,7.6,27.9,9160.128,19/08/2022,3313071,22153
33,20.3,26.7,17886.33,19/08/2022,3313071,21382
36.8,17.8,20.3,13297.312,27/07/2022,3313071,21382
33.8,9.4,18.5,5877.82,27/07/2022,3313071,21382
36.8,17.8,20.3,13297.312,27/07/2022,3313071,21382
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21846
39.4,7.6,31.8,9522.192,19/08/2022,3313071,21846
30.5,5.1,17.8,2768.79,19/08/2022,3313071,21846
29.7,3.3,27.2,2665.872,27/07/2022,3313071,21846
25.4,12.7,17.8,5741.924,19/08/2022,3313071,21331
48.3,30.5,36.8,54211.92,19/08/2022,3313071,21331
25.4,12.7,17.8,5741.924,19/08/2022,3313071,22303
25.4,12.7,17.8,5741.924,19/08/2022,3313071,22303
22.2,8.3,14,2579.64,19/08/2022,3313071,23050
34.9,1.7,33.6,1993.488,19/08/2022,3313071,23050
41.4,1.8,26.1,1944.972,19/08/2022,3313071,21237
48.3,28.6,30.5,42132.09,19/08/2022,3313071,21979
61.6,33,41.3,83954.64,19/08/2022,3313071,21979
34.3,11.4,26.7,10440.234,19/08/2022,3313071,21513
48.3,15.2,33,24227.28,19/08/2022,3313071,23331
28.4,4.6,25.9,3383.576,19/08/2022,3313071,23331
29,4.1,26.4,3138.96,19/08/2022,3313071,23331
59.1,10.2,46.4,27970.848,19/08/2022,3313071,23331
25.4,12.7,17.8,5741.924,19/08/2022,3313071,23331
36.8,17.8,20.3,13297.312,19/08/2022,3313071,22885
39.4,7.6,31.8,9522.192,19/08/2022,3313071,21663
30,5.6,17.3,2906.4,19/08/2022,3313071,21663
37.1,22.4,32.5,27008.8,19/08/2022,3313071,21561
40.6,12.7,30.5,15726.41,19/08/2022,3313071,21561
48.3,30.5,36.8,54211.92,19/08/2022,3313071,21561
40.6,12.7,30.5,15726.41,19/08/2022,3313071,22176
27.2,5.8,24.6,3880.896,19/08/2022,3313071,22564
36.6,6.6,21.3,5145.228,19/08/2022,3313071,21877
43.2,7.6,27.9,9160.128,19/08/2022,3313071,21877
25.4,7.6,22.9,4420.616,19/08/2022,3313071,21877
39.4,7.6,31.8,9522.192,19/08/2022,3313071,21807
30.5,2.5,28,2135,19/08/2022,3313071,21103
48.3,27.9,31.8,42852.726,19/08/2022,3313071,21103
21.5,3.9,13.9,1165.515,19/08/2022,3313071,22706
30.3,2.7,27.8,2274.318,19/08/2022,3313071,21904
28,5,25.5,3570,19/08/2022,3313071,21375
30.3,2.7,27.8,2274.318,19/08/2022,3313071,21375
